density,density*u,density*v,density*w,energy
0.954702,679.346,65.9821,0.000171661,425074
0.955822,679.853,67.2025,0.000228882,425671
0.96234,683.358,66.5633,0.00031662,428403
0.979472,692.667,62.5595,0.000526428,435338
1.01306,710.728,53.2553,0.000951767,448844
1.05843,734.611,39.1071,0.00138187,467322
1.09391,749.732,25.7256,0.0014925,480622
1.10701,746.745,16.6844,0.00140476,482288
1.09901,728.701,10.7026,0.000804901,475460
1.08388,707.576,6.58785,-0.000570297,466334
1.07633,698.644,3.57629,-0.0017786,462683
1.0748,696.839,1.13655,-0.00197792,462015
1.24839,970.671,-17.4789,0.000349045,656736
1.3066,925.539,-38.9498,0.000419617,620628
1.32401,896.422,-44.54,0.000417709,594645
1.31294,881.991,-41.9337,0.000354767,579570
1.27106,854.276,-30.1049,0.00031662,556533
1.21372,820.805,-12.9802,0.000296593,529650
1.15546,792.224,3.95827,0.000272751,506825
1.10277,766.581,18.9763,0.000246048,487023
1.05569,740.945,32.3916,0.000216484,468116
1.01549,717.683,43.7957,0.000212669,451419
0.984645,699.257,52.6111,0.000204086,438422
0.965028,686.687,58.8211,0.000201225,429714
0.956223,680.547,62.6234,0.00020504,425598
0.955413,679.759,64.7201,0.000243187,425280
0.959637,682.033,65.5105,0.000291824,427142
0.971,688.323,64.1298,0.00033474,431890
0.995336,701.749,58.7241,0.000454903,441860
1.03638,723.928,47.5681,0.000720024,458526
1.08014,746.718,33.7018,0.00101852,476447
1.10835,757.125,22.4727,0.00110817,486401
1.11648,751.273,15.1276,0.00106144,485969
1.10567,731.9,10.1524,0.000553131,478146
1.0893,710.407,6.52213,-0.000421524,468681
1.08161,701.484,3.65588,-0.0012207,464871
1.07988,699.56,1.18035,-0.00137138,464070
1.23835,965.249,-14.8853,0.000356674,652187
1.28774,920.978,-32.5459,0.000387192,616502
1.30215,888.35,-36.9533,0.000404358,588090
1.2899,872.533,-33.7518,0.000350952,571672
1.24485,842.116,-21.1372,0.000314713,546563
1.18577,805.908,-3.84081,0.000292778,517913
1.12847,777.21,12.3286,0.00026226,495346
1.07817,752.892,25.9978,0.000244141,476788
1.0344,729.042,37.8723,0.000229836,459379
0.999217,708.655,47.5691,0.000208855,444890
0.974321,693.213,54.668,0.000208855,434096
0.960273,683.683,59.2815,0.000207901,427548
0.955845,680.328,61.9169,0.000211716,425383
0.957198,680.799,63.2835,0.000247955,425934
0.964388,684.749,63.4436,0.00028801,428992
0.981498,694.359,61.0138,0.00031662,436151
1.0132,711.957,54.063,0.000366211,449235
1.0582,736.509,41.7036,0.000488281,467822
1.09786,756.563,28.813,0.00069809,483922
1.11941,762.7,19.7421,0.000844002,490795
1.12386,754.748,13.816,0.000824928,488828
1.11132,734.645,9.67096,0.000449181,480452
1.09443,713.09,6.45898,-0.00026226,470889
1.08697,704.342,3.74353,-0.000834465,467087
1.08526,702.411,1.23018,-0.000945091,466251
1.22782,958.673,-12.2975,0.000303268,646705
1.26793,915.808,-26.1344,0.000328064,612028
1.28021,880.251,-29.3616,0.000324249,581451
1.26677,862.753,-25.4384,0.000335693,563660
1.21879,829.758,-12.1896,0.000313759,536608
1.15913,791.88,4.76188,0.000279427,506990
1.10381,763.253,19.8877,0.000259399,484828
1.05652,740.313,32.2673,0.00022316,467530
1.01691,719.245,42.5823,0.000199318,452272
0.987183,701.847,50.5451,0.000198364,440006
0.96782,689.17,55.9561,0.000189781,431207
0.958391,682.422,59.165,0.000179291,426616
0.956619,680.809,60.8975,0.00017643,425659
0.960048,682.456,61.6622,0.000212669,427035
0.970704,688.37,60.9258,0.00026226,431496
0.993897,701.475,57.13,0.00028801,441212
1.03287,723.201,48.4323,0.000304222,457411
1.07787,747.846,36.1183,0.000361443,476272
1.11166,764.09,24.8588,0.00053215,489694
1.12811,766.998,17.4509,0.000678062,494216
1.1298,757.467,12.6499,0.000662804,491104
1.11627,737.035,9.18114,0.000394821,482463
1.0994,715.673,6.33711,-0.000105858,472993
1.0924,707.209,3.75893,-0.000559807,469320
1.09086,705.366,1.25063,-0.000673294,468532
1.21665,950.786,-9.88625,0.000167847,640206
1.24861,910.569,-20.5227,0.00021553,607647
1.25838,872.16,-22.1358,0.000253677,574849
1.2428,852.256,-17.0547,0.000293732,555199
1.19232,816.991,-3.3108,0.000282288,526495
1.13319,778.46,12.9616,0.000246048,496661
1.08081,750.367,26.7861,0.000229836,475227
1.03754,729.211,37.6555,0.000206947,459449
1.00305,711.458,46.3261,0.000170708,446668
0.978762,696.762,52.7219,0.000154495,436378
0.964291,686.829,56.7589,0.000148773,429536
0.958578,682.537,58.8841,0.000130653,426671
0.958577,681.974,59.8561,0.000128746,426435
0.964155,684.813,59.8985,0.000160217,428650
0.979094,693.164,57.9688,0.000216484,434860
1.00843,709.697,52.6392,0.000261307,447114
1.05295,734.642,42.4716,0.000257492,465809
1.09584,758.063,30.6403,0.000315666,483949
1.12323,770.162,21.5725,0.00044632,494396
1.13557,770.517,15.5572,0.000564575,497054
1.13501,759.725,11.6047,0.000556946,493045
1.12091,739.216,8.65792,0.000370026,484308
1.10435,718.169,6.1204,-3.8147e-06,475018
1.09791,710.052,3.70748,-0.000370026,471553
1.09668,708.388,1.24652,-0.000484467,470891
1.20468,942.811,-7.61676,2.86102e-06,633624
1.22898,903.177,-15.4506,0.000114441,601658
1.23565,863.496,-15.4552,0.000212669,567837
1.21719,840.881,-9.00444,0.000258446,546132
1.16461,803.647,5.10117,0.000249863,516054
1.10686,765.177,20.2735,0.000218391,486536
1.05889,738.526,32.4693,0.000200272,466463
1.0209,719.659,41.9882,0.0001688,452546
0.992335,705.224,49.2973,0.0001297,442215
0.973369,693.204,54.2843,0.000105858,433851
0.963155,685.932,57.0894,0.000102043,428886
0.959962,683.362,58.3403,9.15527e-05,427226
0.961786,683.827,58.7189,8.86917e-05,427714
0.970227,688.224,57.8999,0.000121117,431040
0.990295,699.434,54.5666,0.000163078,439325
1.02629,719.516,47.3813,0.000206947,454245
1.07283,745.636,36.7109,0.000247955,473990
1.11135,766.362,26.2751,0.000308037,490282
1.13356,775.253,18.9172,0.000417709,498396
1.1426,773.652,13.9862,0.000477791,499619
1.14017,761.839,10.6635,0.000472069,494902
1.12569,741.359,8.09549,0.000326157,486141
1.10952,720.659,5.79546,2.47955e-05,477055
1.10369,712.897,3.54156,-0.000257492,473823
1.10284,711.451,1.20034,-0.000348091,473324
1.19183,934.225,-5.33043,-2.38419e-05,626589
1.2073,894.315,-10.516,8.10623e-05,594540
1.20938,853.248,-9.04913,0.000190735,559607
1.18748,827.548,-1.14642,0.000249863,535645
1.13456,789.234,12.8555,0.000237465,504936
1.08021,752.126,26.6371,0.000207901,476688
1.03858,727.746,37.1496,0.000175476,458540
1.007,711.539,45.3279,0.000126839,446712
0.984495,700.179,51.3653,9.63211e-05,438627
0.970528,691.038,55.2097,7.24792e-05,432311
0.964029,686.354,57.0137,6.38962e-05,429168
0.962883,685.015,57.6278,4.673e-05,428375
0.966949,686.67,57.3358,4.57764e-05,429715
0.97971,693.356,55.3882,6.10352e-05,434694
1.00586,707.711,50.4971,9.63211e-05,445312
1.04761,730.922,41.7211,0.000141144,462652
1.09261,756.226,31.33,0.000208855,481975
1.12493,773.278,22.613,0.000293732,495629
1.14276,779.632,16.6579,0.000376701,501875
1.14923,776.587,12.5908,0.000401497,502040
1.14535,763.911,9.71708,0.000382423,496753
1.13067,743.495,7.44677,0.000270844,487991
1.11489,723.183,5.36144,2.76566e-05,479126
1.10954,715.742,3.28407,-0.000181198,476099
1.10898,714.483,1.11253,-0.000232697,475738
1.17906,924.499,-2.96398,2.00272e-05,618705
1.18495,884.483,-5.36174,0.000108719,586774
1.18197,841.863,-2.18418,0.000192642,550698
1.15644,812.487,7.40051,0.000236511,524149
1.10644,774.957,20.899,0.000229836,494208
1.05807,740.954,32.8402,0.000208855,468446
1.02256,718.539,41.5914,0.000155449,451896
0.996846,705.046,48.2664,0.000109673,442111
0.979795,696.674,52.9335,7.53403e-05,436171
0.970241,690.474,55.5289,4.29153e-05,431903
0.966756,687.84,56.4972,3.52859e-05,430199
0.967813,687.841,56.4655,2.57492e-05,430360
0.975146,691.302,55.1842,5.72205e-06,433005
0.993244,700.9,51.6393,-9.53674e-07,440111
1.02557,718.374,44.8722,9.53674e-06,453090
1.06884,742.811,35.212,7.9155e-05,471474
1.10853,765.257,25.8006,0.000164986,488792
1.13492,778.639,18.9254,0.000260353,499765
1.14951,783.041,14.2693,0.000322342,504572
1.15431,778.986,11.019,0.000310898,504019
1.1494,765.614,8.58758,0.000287056,498307
1.13481,745.333,6.58741,0.000187874,489584
1.11944,725.534,4.7374,5.72205e-06,480990
1.1144,718.393,2.88977,-0.000151634,478132
1.114,717.268,0.974227,-0.00018692,477860
1.16996,915.654,-0.725396,9.25064e-05,611502
1.17136,877.619,0.0455453,0.000131607,581353
1.16523,833.674,5.61297,0.000192642,544688
1.13705,801.192,17.2138,0.000226021,516095
1.09049,765.407,30.1158,0.000213623,487440
1.04656,734.246,40.005,0.000185966,463794
1.01442,713.276,46.8249,0.000141144,448302
0.99195,701.457,51.5996,8.96454e-05,439701
0.978105,695.15,54.4109,5.24521e-05,435172
0.97142,691.056,55.5499,3.8147e-05,432305
0.969706,689.648,55.7268,1.43051e-05,431444
0.972395,690.767,54.8812,-2.86102e-06,432395
0.982754,696.163,52.1953,-2.09808e-05,436425
1.00479,708.195,46.6247,-3.33786e-05,445310
1.04061,727.92,37.5429,-1.23978e-05,459985
1.08172,751.232,27.3407,5.72205e-05,477640
1.11611,770.183,19.5209,0.000143051,492446
1.1394,781.37,14.6978,0.000242233,501831
1.15247,784.7,11.4896,0.00028038,505868
1.15657,780.158,9.1524,0.000247002,505000
1.15108,766.395,7.22833,0.000204086,499099
1.13676,746.318,5.52628,0.000119209,490435
1.12201,727.14,3.95661,-1.43051e-05,482166
1.1174,720.359,2.40531,-0.000134468,479511
1.11713,719.347,0.808378,-0.000179291,479309
